origem,Campeonato,Temporada,Rodada,Data,Hora,time_casa,time_visitante,id,StatusPartida,RodadaMarcada,placar_casa,placar_visitante,Times_Partidas,DataHora,date,Total de finalizações__home_team,Total de finalizações__away_team,Finalizações no alvo__home_team,Finalizações no alvo__away_team,Chances claras__home_team,Chances claras__away_team,Escanteios__home_team,Escanteios__away_team,Cartões amarelos__home_team,Cartões amarelos__away_team,Impedimentos__home_team,Impedimentos__away_team,Faltas__home_team,Faltas__away_team,Cartões vermelhos__home_team,Cartões vermelhos__away_team
Argentina,Torneo Betano,2025,RODADA 16,04/05/2025,15:30,Gimnasia L.P.,Platense,Gimnasia_LP_vs_Platense_04/05/2025,Partida Encerrada,,1.0,0.0,Gimnasia L.P. x Platense,04/05/2025 15:30:00,04/05/2025,16,9,4,5,1,3,13,3,2,4,2,0,8,13,,
Argentina,Torneo Betano,2025,RODADA 8,14/09/2025,17:00,Gimnasia L.P.,Union Santa Fe,Gimnasia_LP_vs_Union_Santa_Fe_14/09/2025,Partida não Iniciada,,,,Gimnasia L.P. x Union Santa Fe,14/09/2025 17:00:00,,,,,,,,,,,,,,,,,
Espanha,LaLiga,2024/2025,RODADA 30,05/04/2025,09:00,Girona,Alavés,Girona_vs_Alaves_05/04/2025,Partida Encerrada,,0.0,1.0,Girona x Alavés,05/04/2025 09:00:00,05/04/2025,16,9,1,4,2,2,5,3,1,5,0,1,8,25,,
Europa,UEFA,2024/2025,RODADA 8,29/01/2025,17:00,Girona,Arsenal,Girona_vs_Arsenal_29/01/2025,Partida Encerrada,,1.0,2.0,Girona x Arsenal,29/01/2025 17:00:00,29/01/2025,7,16,3,6,1,2,3,13,4,2,1,2,13,13,,
Espanha,LaLiga,2024/2025,RODADA 38,25/05/2025,09:00,Girona,Atl. Madrid,Girona_vs_Atl_Madrid_25/05/2025,Partida Encerrada,,0.0,4.0,Girona x Atl. Madrid,25/05/2025 09:00:00,25/05/2025,2,19,1,11,0,3,1,8,,,0,2,13,11,,
Espanha,LaLiga,2024/2025,RODADA 32,21/04/2025,16:00,Girona,Bétis,Girona_vs_Betis_21/04/2025,Partida Encerrada,,1.0,3.0,Girona x Bétis,21/04/2025 16:00:00,21/04/2025,11,17,5,9,2,5,8,9,3,2,5,0,13,11,,
Espanha,LaLiga,2024/2025,RODADA 26,01/03/2025,10:00,Girona,Celta de Vigo,Girona_vs_Celta_de_Vigo_01/03/2025,Partida Encerrada,,2.0,2.0,Girona x Celta de Vigo,01/03/2025 10:00:00,01/03/2025,9,10,6,6,1,2,4,2,,,6,2,8,17,,
Espanha,LaLiga,2024/2025,RODADA 24,14/02/2025,17:00,Girona,Getafe,Girona_vs_Getafe_14/02/2025,Partida Encerrada,,1.0,2.0,Girona x Getafe,14/02/2025 17:00:00,14/02/2025,14,10,4,6,3,1,3,3,2,3,2,4,11,23,1,0
Espanha,LaLiga,2024/2025,RODADA 22,03/02/2025,17:00,Girona,Las Palmas,Girona_vs_Las_Palmas_03/02/2025,Partida Encerrada,,2.0,1.0,Girona x Las Palmas,03/02/2025 17:00:00,03/02/2025,12,10,4,2,4,1,11,3,2,3,6,3,12,12,,
Europa,UEFA,2024/2025,RODADA 6,10/12/2024,14:45,Girona,Liverpool,Girona_vs_Liverpool_10/12/2024,Partida Encerrada,,0.0,1.0,Girona x Liverpool,10/12/2024 14:45:00,10/12/2024,13,15,5,7,1,3,5,8,3,2,3,1,11,8,,
Espanha,LaLiga,2024/2025,RODADA 34,05/05/2025,16:00,Girona,Mallorca,Girona_vs_Mallorca_05/05/2025,Partida Encerrada,,1.0,0.0,Girona x Mallorca,05/05/2025 16:00:00,05/05/2025,13,9,6,1,3,0,5,2,0,2,1,1,11,14,,
Espanha,LaLiga,2024/2025,RODADA 28,15/03/2025,17:00,Girona,Valencia,Girona_vs_Valencia_15/03/2025,Partida Encerrada,,1.0,1.0,Girona x Valencia,15/03/2025 17:00:00,15/03/2025,14,12,4,2,2,2,9,4,2,1,2,2,12,5,,
Espanha,LaLiga,2024/2025,RODADA 35,10/05/2025,13:30,Girona,Villarreal,Girona_vs_Villarreal_10/05/2025,Partida Encerrada,,0.0,1.0,Girona x Villarreal,10/05/2025 13:30:00,10/05/2025,7,14,0,5,0,3,5,3,,,0,1,13,10,,
América do sul,Sul-Americana,2025,RODADA 6,29/05/2025,19:00,Godoy Cruz (Arg),Grau (Per),Godoy_Cruz_Arg_vs_Grau_Per_29/05/2025,Partida não Iniciada,,,,Godoy Cruz (Arg) x Grau (Per),29/05/2025 19:00:00,,,,,,,,,,,,,,,,,
Argentina,Torneo Betano,2025,RODADA 15,28/04/2025,17:15,Godoy Cruz,Atl. Tucuman,Godoy_Cruz_vs_Atl_Tucuman_28/04/2025,Partida Encerrada,,1.0,0.0,Godoy Cruz x Atl. Tucuman,28/04/2025 17:15:00,28/04/2025,14,3,4,1,2,0,7,0,5,3,1,5,14,14,,
Argentina,Torneo Betano,2025,RODADA 8,14/09/2025,17:00,Godoy Cruz,Barracas Central,Godoy_Cruz_vs_Barracas_Central_14/09/2025,Partida não Iniciada,,,,Godoy Cruz x Barracas Central,14/09/2025 17:00:00,,,,,,,,,,,,,,,,,
Argentina,Torneo Betano,2025,RODADA 4,10/08/2025,17:00,Godoy Cruz,Gimnasia L.P.,Godoy_Cruz_vs_Gimnasia_LP_10/08/2025,Partida não Iniciada,,,,Godoy Cruz x Gimnasia L.P.,10/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Argentina,Torneo Betano,2025,RODADA 2,20/07/2025,17:00,Godoy Cruz,Sarmiento Junin,Godoy_Cruz_vs_Sarmiento_Junin_20/07/2025,Partida não Iniciada,,,,Godoy Cruz x Sarmiento Junin,20/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Argentina,Torneo Betano,2025,RODADA 6,24/08/2025,17:00,Godoy Cruz,Vélez Sarsfield,Godoy_Cruz_vs_Velez_Sarsfield_24/08/2025,Partida não Iniciada,,,,Godoy Cruz x Vélez Sarsfield,24/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão B,2025,RODADA 1,04/04/2025,19:00,Goiás,Amazonas,Goias_vs_Amazonas_04/04/2025,Partida Encerrada,,1.0,0.0,Goiás x Amazonas,04/04/2025 19:00:00,04/04/2025,14,8,2,3,0,0,8,2,3,3,0,5,16,11,1,0
Brasil,Brasileirão B,2025,RODADA 13,23/06/2025,21:00,Goiás,Athletic Club,Goias_vs_Athletic_Club_23/06/2025,Partida não Iniciada,,,,Goiás x Athletic Club,23/06/2025 21:00:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão B,2025,RODADA 6,05/05/2025,19:00,Goiás,Avaí,Goias_vs_Avai_05/05/2025,Partida Encerrada,,2.0,1.0,Goiás x Avaí,05/05/2025 19:00:00,05/05/2025,26,14,7,3,0,1,13,5,2,4,2,6,12,10,0,1
Brasil,Brasileirão B,2025,RODADA 7,10/05/2025,18:30,Goiás,Coritiba,Goias_vs_Coritiba_10/05/2025,Partida Encerrada,,1.0,0.0,Goiás x Coritiba,10/05/2025 18:30:00,10/05/2025,18,7,4,1,2,0,5,7,1,0,0,2,13,4,,
Brasil,Brasileirão B,2025,RODADA 15,08/07/2025,19:30,Goiás,Criciúma,Goias_vs_Criciuma_08/07/2025,Partida não Iniciada,,,,Goiás x Criciúma,08/07/2025 19:30:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão B,2025,RODADA 17,19/07/2025,17:00,Goiás,Cuiabá,Goias_vs_Cuiaba_19/07/2025,Partida não Iniciada,,,,Goiás x Cuiabá,19/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão B,2025,RODADA 9,23/05/2025,21:35,Goiás,Ferroviária,Goias_vs_Ferroviaria_23/05/2025,Partida Encerrada,,2.0,0.0,Goiás x Ferroviária,23/05/2025 21:35:00,23/05/2025,10,19,5,5,2,1,4,8,4,1,1,1,25,11,,
Brasil,Brasileirão B,2025,RODADA 21,09/08/2025,17:00,Goiás,Operário,Goias_vs_Operario_09/08/2025,Partida não Iniciada,,,,Goiás x Operário,09/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão B,2025,RODADA 19,26/07/2025,17:00,Goiás,Remo,Goias_vs_Remo_26/07/2025,Partida não Iniciada,,,,Goiás x Remo,26/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão B,2025,RODADA 3,17/04/2025,19:00,Goiás,Vila Nova,Goias_vs_Vila_Nova_17/04/2025,Partida Encerrada,,2.0,2.0,Goiás x Vila Nova,17/04/2025 19:00:00,17/04/2025,18,10,3,4,0,2,11,1,6,3,0,2,16,18,0,1
Brasil,Brasileirão B,2025,RODADA 11,08/06/2025,16:00,Goiás,Volta Redonda,Goias_vs_Volta_Redonda_08/06/2025,Partida não Iniciada,,,,Goiás x Volta Redonda,08/06/2025 16:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 20,17/08/2025,09:00,Göteborg,AIK Stockholm,Goteborg_vs_AIK_Stockholm_17/08/2025,Partida não Iniciada,,,,Göteborg x AIK Stockholm,17/08/2025 09:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 24,21/09/2025,09:00,Göteborg,Brommapojkarna,Goteborg_vs_Brommapojkarna_21/09/2025,Partida não Iniciada,,,,Göteborg x Brommapojkarna,21/09/2025 09:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 18,04/08/2025,14:00,Göteborg,Degerfors,Goteborg_vs_Degerfors_04/08/2025,Partida não Iniciada,,,,Göteborg x Degerfors,04/08/2025 14:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 8,12/05/2025,14:10,Göteborg,Djurgarden,Goteborg_vs_Djurgarden_12/05/2025,Partida Encerrada,,1.0,2.0,Göteborg x Djurgarden,12/05/2025 14:10:00,12/05/2025,10,5,4,4,0,2,5,1,0,4,1,2,10,17,,
Suécia,Allsvenskan,2025,RODADA 15,12/07/2025,10:00,Göteborg,Elfsborg,Goteborg_vs_Elfsborg_12/07/2025,Partida não Iniciada,,,,Göteborg x Elfsborg,12/07/2025 10:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 6,28/04/2025,14:10,Göteborg,GAIS,Goteborg_vs_GAIS_28/04/2025,Partida Encerrada,,1.0,1.0,Göteborg x GAIS,28/04/2025 14:10:00,28/04/2025,12,14,4,6,1,0,4,9,1,3,2,6,13,15,,
Suécia,Allsvenskan,2025,RODADA 4,20/04/2025,11:30,Göteborg,Hacken,Goteborg_vs_Hacken_20/04/2025,Partida Encerrada,,2.0,3.0,Göteborg x Hacken,20/04/2025 11:30:00,20/04/2025,13,8,7,4,4,2,11,5,3,2,0,0,15,14,,
Suécia,Allsvenskan,2025,RODADA 2,05/04/2025,10:00,Göteborg,Halmstad,Goteborg_vs_Halmstad_05/04/2025,Partida Encerrada,,1.0,0.0,Göteborg x Halmstad,05/04/2025 10:00:00,05/04/2025,11,2,3,1,2,0,4,2,0,2,4,0,13,24,,
Suécia,Allsvenskan,2025,RODADA 11,25/05/2025,09:00,Göteborg,Malmö FF,Goteborg_vs_Malmo_FF_25/05/2025,Partida Encerrada,,1.0,0.0,Göteborg x Malmö FF,25/05/2025 09:00:00,25/05/2025,4,9,1,1,1,3,2,8,2,3,1,2,14,26,,
Suécia,Allsvenskan,2025,RODADA 9,15/05/2025,14:00,Göteborg,Öster,Goteborg_vs_Oster_15/05/2025,Partida Encerrada,,0.0,1.0,Göteborg x Öster,15/05/2025 14:00:00,15/05/2025,13,8,2,3,1,0,7,4,3,3,2,0,13,13,1,0
Suécia,Allsvenskan,2025,RODADA 14,06/07/2025,09:00,Göteborg,Sirius,Goteborg_vs_Sirius_06/07/2025,Partida não Iniciada,,,,Göteborg x Sirius,06/07/2025 09:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 22,30/08/2025,10:00,Göteborg,Värnamo,Goteborg_vs_Varnamo_30/08/2025,Partida não Iniciada,,,,Göteborg x Värnamo,30/08/2025 10:00:00,,,,,,,,,,,,,,,,,
Turquia,Super Lig,2024/2025,RODADA 33,28/04/2025,14:00,Goztepe,Basaksehir,Goztepe_vs_Basaksehir_28/04/2025,Partida Encerrada,,4.0,1.0,Goztepe x Basaksehir,28/04/2025 14:00:00,28/04/2025,29,12,12,8,5,3,7,4,2,2,1,0,23,10,,
Turquia,Super Lig,2024/2025,RODADA 32,19/04/2025,13:00,Goztepe,Besiktas,Goztepe_vs_Besiktas_19/04/2025,Partida Encerrada,,1.0,1.0,Goztepe x Besiktas,19/04/2025 13:00:00,19/04/2025,16,7,7,2,2,2,5,3,3,1,5,2,12,10,,
Turquia,Super Lig,2024/2025,RODADA 28,16/03/2025,10:00,Goztepe,Eyupspor,Goztepe_vs_Eyupspor_16/03/2025,Partida Encerrada,,1.0,1.0,Goztepe x Eyupspor,16/03/2025 10:00:00,16/03/2025,13,7,4,3,2,2,4,4,4,6,2,1,16,14,0,1
Turquia,Super Lig,2024/2025,RODADA 37,24/05/2025,13:00,Goztepe,Galatasaray,Goztepe_vs_Galatasaray_24/05/2025,Partida Encerrada,,0.0,2.0,Goztepe x Galatasaray,24/05/2025 13:00:00,24/05/2025,21,15,5,3,1,1,7,6,3,0,3,2,12,9,,
Turquia,Super Lig,2024/2025,RODADA 30,07/04/2025,14:00,Goztepe,Gaziantep,Goztepe_vs_Gaziantep_07/04/2025,Partida Encerrada,,1.0,1.0,Goztepe x Gaziantep,07/04/2025 14:00:00,07/04/2025,20,13,9,2,3,0,6,2,1,4,1,2,17,8,,
Turquia,Super Lig,2024/2025,RODADA 35,11/05/2025,13:00,Goztepe,Hatayspor,Goztepe_vs_Hatayspor_11/05/2025,Partida Encerrada,,1.0,1.0,Goztepe x Hatayspor,11/05/2025 13:00:00,11/05/2025,22,7,8,2,5,1,9,4,2,2,3,0,13,9,0,1
Turquia,Super Lig,2024/2025,RODADA 26,03/03/2025,14:30,Goztepe,Samsunspor,Goztepe_vs_Samsunspor_03/03/2025,Partida Encerrada,,2.0,2.0,Goztepe x Samsunspor,03/03/2025 14:30:00,03/03/2025,13,8,3,2,2,2,1,2,4,1,4,1,15,7,,
Países baixos,Eredivisie,2024/2025,QUARTAS DE FINAL,13/05/2025,16:00,Graafschap,Dordrecht,Graafschap_vs_Dordrecht_13/05/2025,Partida Encerrada,,0.0,0.0,Graafschap x Dordrecht,13/05/2025 16:00:00,13/05/2025,12,7,4,1,1,0,6,4,3,1,0,0,20,11,,
Suíça,Superliga,2024/2025,FINAL,27/05/2025,15:30,Grasshoppers,Aarau,Grasshoppers_vs_Aarau_27/05/2025,Partida Encerrada,,4.0,0.0,Grasshoppers x Aarau,27/05/2025 15:30:00,27/05/2025,24,4,5,1,6,0,3,3,2,3,2,4,12,17,,
Suíça,Superliga,2024/2025,RODADA 22,04/02/2025,16:30,Grasshoppers,Lausanne,Grasshoppers_vs_Lausanne_04/02/2025,Partida Encerrada,,2.0,2.0,Grasshoppers x Lausanne,04/02/2025 16:30:00,04/02/2025,16,11,7,7,4,4,4,4,,,1,3,15,12,,
Suíça,Superliga,2024/2025,RODADA 31,06/04/2025,11:30,Grasshoppers,Luzern,Grasshoppers_vs_Luzern_06/04/2025,Partida Encerrada,,3.0,1.0,Grasshoppers x Luzern,06/04/2025 11:30:00,06/04/2025,10,17,4,3,3,1,2,5,2,2,2,2,10,11,,
Suíça,Superliga,2024/2025,RODADA 24,16/02/2025,12:30,Grasshoppers,Servette,Grasshoppers_vs_Servette_16/02/2025,Partida Encerrada,,1.0,2.0,Grasshoppers x Servette,16/02/2025 12:30:00,16/02/2025,15,7,4,3,1,1,5,6,2,3,2,2,20,10,,
Suíça,Superliga,2024/2025,RODADA 28,16/03/2025,10:15,Grasshoppers,Sion,Grasshoppers_vs_Sion_16/03/2025,Partida Encerrada,,1.0,1.0,Grasshoppers x Sion,16/03/2025 10:15:00,16/03/2025,19,16,2,5,5,2,6,3,,,1,2,12,6,,
Suíça,Superliga,2024/2025,RODADA 38,22/05/2025,15:30,Grasshoppers,St. Gallen,Grasshoppers_vs_St_Gallen_22/05/2025,Partida Encerrada,,2.0,0.0,Grasshoppers x St. Gallen,22/05/2025 15:30:00,22/05/2025,21,6,5,1,4,1,10,1,3,3,3,2,9,13,0,1
Suíça,Superliga,2024/2025,RODADA 33,19/04/2025,13:00,Grasshoppers,Winterthur,Grasshoppers_vs_Winterthur_19/04/2025,Partida Encerrada,,0.0,1.0,Grasshoppers x Winterthur,19/04/2025 13:00:00,19/04/2025,13,16,3,4,5,1,4,5,2,1,2,1,10,7,,
Suíça,Superliga,2024/2025,RODADA 26,02/03/2025,12:30,Grasshoppers,Young Boys,Grasshoppers_vs_Young_Boys_02/03/2025,Partida Encerrada,,1.0,0.0,Grasshoppers x Young Boys,02/03/2025 12:30:00,02/03/2025,6,18,1,4,2,1,3,12,1,0,1,1,10,5,,
Suíça,Superliga,2024/2025,RODADA 20,25/01/2025,14:00,Grasshoppers,Young Boys,Grasshoppers_vs_Young_Boys_25/01/2025,Partida Encerrada,,0.0,0.0,Grasshoppers x Young Boys,25/01/2025 14:00:00,25/01/2025,11,24,7,1,2,1,6,6,,,0,0,11,10,,
Suíça,Superliga,2024/2025,RODADA 17,07/12/2024,14:00,Grasshoppers,Yverdon,Grasshoppers_vs_Yverdon_07/12/2024,Partida Encerrada,,1.0,1.0,Grasshoppers x Yverdon,07/12/2024 14:00:00,07/12/2024,10,14,4,4,,,5,1,3,2,1,2,10,12,0,1
Suíça,Superliga,2024/2025,RODADA 36,14/05/2025,15:30,Grasshoppers,Yverdon,Grasshoppers_vs_Yverdon_14/05/2025,Partida Encerrada,,5.0,0.0,Grasshoppers x Yverdon,14/05/2025 15:30:00,14/05/2025,14,3,5,1,4,0,4,0,3,3,1,1,18,8,0,1
Suíça,Superliga,2024/2025,RODADA 29,30/03/2025,11:30,Grasshoppers,Zurich,Grasshoppers_vs_Zurich_30/03/2025,Partida Encerrada,,1.0,2.0,Grasshoppers x Zurich,30/03/2025 11:30:00,30/03/2025,10,24,2,13,3,4,4,10,,,1,1,11,14,,
América do sul,Sul-Americana,2025,RODADA 4,07/05/2025,21:30,Grau (Per),Grêmio (Bra),Grau_Per_vs_Gremio_Bra_07/05/2025,Partida Encerrada,,0.0,0.0,Grau (Per) x Grêmio (Bra),07/05/2025 21:30:00,07/05/2025,4,12,0,2,1,1,2,4,2,1,2,1,10,9,,
América do sul,Sul-Americana,2025,RODADA 5,13/05/2025,19:00,Grêmio (Bra),Godoy Cruz (Arg),Gremio_Bra_vs_Godoy_Cruz_Arg_13/05/2025,Partida Encerrada,,1.0,1.0,Grêmio (Bra) x Godoy Cruz (Arg),13/05/2025 19:00:00,13/05/2025,18,16,7,5,3,1,2,1,2,1,0,1,9,12,,
América do sul,Sul-Americana,2025,RODADA 6,29/05/2025,19:00,Grêmio (Bra),Sp. Luqueño (Par),Gremio_Bra_vs_Sp_Luqueno_Par_29/05/2025,Partida não Iniciada,,,,Grêmio (Bra) x Sp. Luqueño (Par),29/05/2025 19:00:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão A,2025,RODADA 1,29/03/2025,18:30,Grêmio,Atlético-MG,Gremio_vs_Atletico-MG_29/03/2025,Partida Encerrada,,2.0,1.0,Grêmio x Atlético-MG,29/03/2025 18:30:00,29/03/2025,12,22,5,7,1,7,1,11,4,0,1,4,19,5,,
Brasil,Brasileirão A,2025,RODADA 10,25/05/2025,11:00,Grêmio,Bahia,Gremio_vs_Bahia_25/05/2025,Partida Encerrada,,1.0,0.0,Grêmio x Bahia,25/05/2025 11:00:00,25/05/2025,9,16,2,3,2,3,4,17,,,2,2,10,13,,
Brasil,Brasileirão A,2025,RODADA 16,24/07/2025,17:00,Grêmio,Botafogo,Gremio_vs_Botafogo_24/07/2025,Partida não Iniciada,,,,Grêmio x Botafogo,24/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Brasil,Copa do Brasil,2025,16 AVOS DE FINAL,20/05/2025,21:30,Grêmio,CSA,Gremio_vs_CSA_20/05/2025,Partida Encerrada,,0.0,0.0,Grêmio x CSA,20/05/2025 21:30:00,20/05/2025,19,8,8,3,,,12,3,2,4,1,0,14,15,1,0
Brasil,Brasileirão A,2025,RODADA 21,24/08/2025,17:00,Grêmio,Ceará,Gremio_vs_Ceara_24/08/2025,Partida não Iniciada,,,,Grêmio x Ceará,24/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão A,2025,RODADA 12,12/06/2025,20:00,Grêmio,Corinthians,Gremio_vs_Corinthians_12/06/2025,Partida não Iniciada,,,,Grêmio x Corinthians,12/06/2025 20:00:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão A,2025,RODADA 3,13/04/2025,17:30,Grêmio,Flamengo,Gremio_vs_Flamengo_13/04/2025,Partida Encerrada,,0.0,2.0,Grêmio x Flamengo,13/04/2025 17:30:00,13/04/2025,10,8,2,4,0,1,3,4,1,2,1,0,11,14,,
Brasil,Brasileirão A,2025,RODADA 14,17/07/2025,17:00,Grêmio,Fortaleza,Gremio_vs_Fortaleza_17/07/2025,Partida não Iniciada,,,,Grêmio x Fortaleza,17/07/2025 17:00:00,,,,,,,,,,,,,,,,,
Brasil,Brasileirão A,2025,RODADA 5,19/04/2025,21:00,Grêmio,Internacional,Gremio_vs_Internacional_19/04/2025,Partida Encerrada,,1.0,1.0,Grêmio x Internacional,19/04/2025 21:00:00,19/04/2025,8,14,2,5,2,2,3,7,7,3,1,1,14,14,1,0
Brasil,Brasileirão A,2025,RODADA 8,10/05/2025,18:30,Grêmio,Red Bull Bragantino,Gremio_vs_Red_Bull_Bragantino_10/05/2025,Partida Encerrada,,1.0,1.0,Grêmio x Red Bull Bragantino,10/05/2025 18:30:00,10/05/2025,16,11,3,3,0,2,6,4,1,3,0,4,14,11,,
Brasil,Brasileirão A,2025,RODADA 7,04/05/2025,16:00,Grêmio,Santos,Gremio_vs_Santos_04/05/2025,Partida Encerrada,,1.0,0.0,Grêmio x Santos,04/05/2025 16:00:00,04/05/2025,8,13,3,1,2,1,3,6,3,3,0,3,10,19,,
Brasil,Brasileirão A,2025,RODADA 19,10/08/2025,17:00,Grêmio,Sport,Gremio_vs_Sport_10/08/2025,Partida não Iniciada,,,,Grêmio x Sport,10/08/2025 17:00:00,,,,,,,,,,,,,,,,,
Países baixos,Eredivisie,2024/2025,RODADA 33,14/05/2025,15:00,Groningen,Ajax,Groningen_vs_Ajax_14/05/2025,Partida Encerrada,,2.0,2.0,Groningen x Ajax,14/05/2025 15:00:00,14/05/2025,14,11,6,3,3,2,4,3,5,3,0,1,15,13,1,0
Países baixos,Eredivisie,2024/2025,RODADA 30,23/04/2025,15:00,Groningen,Heracles,Groningen_vs_Heracles_23/04/2025,Partida Encerrada,,4.0,1.0,Groningen x Heracles,23/04/2025 15:00:00,23/04/2025,12,8,6,3,2,0,3,5,0,5,0,0,9,17,,
Países baixos,Eredivisie,2024/2025,RODADA 31,03/05/2025,15:00,Groningen,Waalwijk,Groningen_vs_Waalwijk_03/05/2025,Partida Encerrada,,6.0,1.0,Groningen x Waalwijk,03/05/2025 15:00:00,03/05/2025,22,9,12,4,5,3,5,3,0,1,1,1,10,8,,
América do sul,Sul-Americana,2025,RODADA 6,28/05/2025,19:00,Guarani (Par),Boston River (Uru),Guarani_Par_vs_Boston_River_Uru_28/05/2025,Partida não Iniciada,ProximaRodada,,,Guarani (Par) x Boston River (Uru),28/05/2025 19:00:00,,,,,,,,,,,,,,,,,
Finlândia,Kakkonen - Grupo B,2025,,19/07/2025,12:30,HJS,Atlantis 2,HJS_vs_Atlantis_2_19/07/2025,Partida não Iniciada,,,,HJS x Atlantis 2,19/07/2025 12:30:00,,,,,,,,,,,,,,,,,
Finlândia,Kakkonen - Grupo B,2025,,28/06/2025,11:00,HJS,HPS,HJS_vs_HPS_28/06/2025,Partida não Iniciada,,,,HJS x HPS,28/06/2025 11:00:00,,,,,,,,,,,,,,,,,
Finlândia,Kakkonen - Grupo B,2025,,06/06/2025,12:30,HJS,Ilves 2,HJS_vs_Ilves_2_06/06/2025,Partida não Iniciada,,,,HJS x Ilves 2,06/06/2025 12:30:00,,,,,,,,,,,,,,,,,
Finlândia,Kakkonen - Grupo B,2025,,16/08/2025,09:00,HJS,MuSa,HJS_vs_MuSa_16/08/2025,Partida não Iniciada,,,,HJS x MuSa,16/08/2025 09:00:00,,,,,,,,,,,,,,,,,
Finlândia,Kakkonen - Grupo B,2025,,02/08/2025,11:00,HJS,NJS,HJS_vs_NJS_02/08/2025,Partida não Iniciada,,,,HJS x NJS,02/08/2025 11:00:00,,,,,,,,,,,,,,,,,
Finlândia,Kakkonen - Grupo B,2025,,24/05/2025,11:00,HJS,P-Iirot Rauma,HJS_vs_P-Iirot_Rauma_24/05/2025,Partida não Iniciada,,,,HJS x P-Iirot Rauma,24/05/2025 11:00:00,,,,,,,,,,,,,,,,,
Finlândia,Kakkonen - Grupo B,2025,,14/07/2025,12:30,HJS,TPV,HJS_vs_TPV_14/07/2025,Partida não Iniciada,,,,HJS x TPV,14/07/2025 12:30:00,,,,,,,,,,,,,,,,,
Finlândia,Kakkonen - Grupo B,2025,,08/07/2025,13:00,HPS,Atlantis 2,HPS_vs_Atlantis_2_08/07/2025,Partida não Iniciada,,,,HPS x Atlantis 2,08/07/2025 13:00:00,,,,,,,,,,,,,,,,,
Finlândia,Kakkonen - Grupo B,2025,,25/07/2025,13:00,HPS,Kiffen,HPS_vs_Kiffen_25/07/2025,Partida não Iniciada,,,,HPS x Kiffen,25/07/2025 13:00:00,,,,,,,,,,,,,,,,,
Finlândia,Kakkonen - Grupo B,2025,,13/06/2025,13:00,HPS,NJS,HPS_vs_NJS_13/06/2025,Partida não Iniciada,,,,HPS x NJS,13/06/2025 13:00:00,,,,,,,,,,,,,,,,,
Finlândia,Kakkonen - Grupo B,2025,,21/07/2025,12:30,HPS,P-Iirot Rauma,HPS_vs_P-Iirot_Rauma_21/07/2025,Partida não Iniciada,,,,HPS x P-Iirot Rauma,21/07/2025 12:30:00,,,,,,,,,,,,,,,,,
Finlândia,Kakkonen - Grupo B,2025,,30/05/2025,13:00,HPS,PPJ,HPS_vs_PPJ_30/05/2025,Partida não Iniciada,,,,HPS x PPJ,30/05/2025 13:00:00,,,,,,,,,,,,,,,,,
Finlândia,Kakkonen - Grupo B,2025,,08/08/2025,13:00,HPS,TPV,HPS_vs_TPV_08/08/2025,Partida não Iniciada,,,,HPS x TPV,08/08/2025 13:00:00,,,,,,,,,,,,,,,,,
Suécia,Allsvenskan,2025,RODADA 9,14/05/2025,14:00,Hacken,AIK Stockholm,Hacken_vs_AIK_Stockholm_14/05/2025,Partida Encerrada,,3.0,3.0,Hacken x AIK Stockholm,14/05/2025 14:00:00,14/05/2025,18,7,7,5,0,2,4,2,3,2,1,1,9,15,,
Suécia,Allsvenskan,2025,RODADA 1,29/03/2025,13:30,Hacken,Brommapojkarna,Hacken_vs_Brommapojkarna_29/03/2025,Partida Encerrada,,2.0,0.0,Hacken x Brommapojkarna,29/03/2025 13:30:00,29/03/2025,14,13,6,6,1,5,7,5,3,1,0,0,13,12,,
Suécia,Allsvenskan,2025,RODADA 5,23/04/2025,14:00,Hacken,Degerfors,Hacken_vs_Degerfors_23/04/2025,Partida Encerrada,,3.0,4.0,Hacken x Degerfors,23/04/2025 14:00:00,23/04/2025,19,10,7,5,3,1,7,3,,,1,0,13,11,,
